Outer Key,Inner Key (Tuple),Value
5250,"(1, 3)","['AR', 0.8218811167521872]"
5250,"(1, 4)","['AD', 5.5789405632699856]"
5250,"(2, 0)","['AU', -7.248857595973024]"
5250,"(2, 4)","['AD', 8.12787470660575]"
5250,"(3, 0)","['AU', -8.070896658292826]"
5250,"(3, 1)","['AL', -10.012571446061395]"
5250,"(3, 3)","['AD', 7.0709643424362545]"
5250,"(3, 4)","['AD', 8.981048659160047]"
5250,"(4, 0)","['AL', -9.647828673206032]"
5250,"(4, 1)","['AU', -9.186040067052293]"
5250,"(4, 2)","['AR', 8.363915851517335]"
5250,"(4, 3)","['AR', 9.008422977347822]"
5500,"(0, 0)","['AD', -7.219637198337767]"
5500,"(0, 1)","['AL', -7.3151742535350675]"
5500,"(0, 2)","['AL', -7.41516221871314]"
5500,"(0, 3)","['AD', -1.4430200254904404]"
5500,"(0, 4)","['AD', 2.1023205193833703]"
5500,"(1, 0)","['AU', -7.00468753310427]"
5500,"(1, 1)","['AL', -7.125910520826146]"
5500,"(1, 2)","['AL', -7.301927161649731]"
5500,"(1, 3)","['AR', 0.8566326738370561]"
5500,"(1, 4)","['AD', 5.589951803259424]"
5500,"(2, 0)","['AU', -7.2579459514790035]"
5500,"(2, 4)","['AD', 8.130579183380584]"
5500,"(3, 0)","['AU', -8.099615878100273]"
5500,"(3, 1)","['AL', -9.986641499619905]"
5500,"(3, 3)","['AD', 7.131000862214059]"
5500,"(3, 4)","['AD', 8.984288826030996]"
5500,"(4, 0)","['AL', -9.636873794061879]"
5500,"(4, 1)","['AU', -9.152114677954348]"
5500,"(4, 2)","['AR', 8.398182412656737]"
5500,"(4, 3)","['AR', 9.01557243087794]"
5750,"(0, 0)","['AD', -7.240368758778153]"
5750,"(0, 1)","['AL', -7.32049168594115]"
5750,"(0, 2)","['AL', -7.438817399913205]"
5750,"(0, 3)","['AD', -1.4252938918868474]"
5750,"(0, 4)","['AD', 2.1979799040930796]"
5750,"(1, 0)","['AU', -7.003803565872749]"
5750,"(1, 1)","['AL', -7.143076194512928]"
5750,"(1, 2)","['AL', -7.295304301793853]"
5750,"(1, 3)","['AR', 0.8701091284747675]"
5750,"(1, 4)","['AD', 5.605235714580717]"
5750,"(2, 0)","['AU', -7.273478979122493]"
5750,"(2, 4)","['AD', 8.138328913934378]"
5750,"(3, 0)","['AU', -8.073902305082903]"
5750,"(3, 1)","['AL', -10.00253721447617]"
5750,"(3, 3)","['AD', 7.184241522039406]"
5750,"(3, 4)","['AD', 8.987895991959881]"
5750,"(4, 0)","['AL', -9.603144540230124]"
5750,"(4, 1)","['AU', -9.096187899476593]"
5750,"(4, 2)","['AR', 8.44190173080276]"
5750,"(4, 3)","['AR', 9.023293734271675]"
6000,"(0, 0)","['AD', -7.21354706602232]"
6000,"(0, 1)","['AL', -7.322960761921931]"
6000,"(0, 2)","['AL', -7.429503818052534]"
6000,"(0, 3)","['AD', -1.2967164020059327]"
6000,"(0, 4)","['AD', 2.274360244270586]"
6000,"(1, 0)","['AU', -7.005362345348874]"
6000,"(1, 1)","['AL', -7.142477015622518]"
6000,"(1, 2)","['AL', -7.293666929584869]"
6000,"(1, 3)","['AR', 0.9203947237491954]"
6000,"(1, 4)","['AD', 5.622062619202514]"
6000,"(2, 0)","['AU', -7.267787304646104]"
6000,"(2, 4)","['AD', 8.146013925320208]"
6000,"(3, 0)","['AU', -8.110976625061474]"
6000,"(3, 1)","['AL', -10.019789968515754]"
6000,"(3, 3)","['AD', 7.220507270887381]"
6000,"(3, 4)","['AD', 8.99099810041765]"
6000,"(4, 0)","['AL', -9.580464378297991]"
6000,"(4, 1)","['AU', -9.085727344763992]"
6000,"(4, 2)","['AR', 8.481632057218333]"
6000,"(4, 3)","['AR', 9.026711250096554]"
6250,"(0, 0)","['AD', -7.16918018085546]"
6250,"(0, 1)","['AL', -7.3373087817487255]"
6250,"(0, 2)","['AL', -7.445705681072819]"
6250,"(0, 3)","['AD', -1.2544238549835045]"
6250,"(0, 4)","['AD', 2.324731963951143]"
6250,"(1, 0)","['AU', -7.002185588118969]"
6250,"(1, 1)","['AL', -7.140058574131096]"
6250,"(1, 2)","['AL', -7.2949337200853455]"
6250,"(1, 3)","['AR', 0.9523040560554122]"
6250,"(1, 4)","['AD', 5.634680856165859]"
6250,"(2, 0)","['AU', -7.266032126781523]"
6250,"(2, 4)","['AD', 8.15219862906646]"
6250,"(3, 0)","['AU', -8.096631117706341]"
6250,"(3, 1)","['AL', -9.981718209114947]"
6250,"(3, 3)","['AD', 7.2731868690379775]"
6250,"(3, 4)","['AD', 8.991988697376053]"
6250,"(4, 0)","['AL', -9.546502410577302]"
6250,"(4, 1)","['AU', -9.031717940041444]"
6250,"(4, 2)","['AR', 8.513423846366893]"
6250,"(4, 3)","['AR', 9.030535581943713]"
6500,"(0, 0)","['AD', -7.18762529301085]"
6500,"(0, 1)","['AL', -7.336006402969795]"
6500,"(0, 2)","['AL', -7.46698814123734]"
6500,"(0, 3)","['AD', -1.2280715425065867]"
6500,"(0, 4)","['AD', 2.4158842478817273]"
6500,"(1, 0)","['AU', -7.00771564701596]"
6500,"(1, 1)","['AL', -7.135901447355392]"
6500,"(1, 2)","['AL', -7.287725531083171]"
6500,"(1, 3)","['AR', 1.0094529150329115]"
6500,"(1, 4)","['AD', 5.652696291321371]"
6500,"(2, 0)","['AU', -7.257227236015946]"
6500,"(2, 4)","['AD', 8.160977019309774]"
6500,"(3, 0)","['AU', -8.09403588553581]"
6500,"(3, 1)","['AL', -9.955665348711445]"
6500,"(3, 3)","['AD', 7.301277805881441]"
6500,"(3, 4)","['AD', 8.996551929130064]"
6500,"(4, 0)","['AL', -9.4940354483551]"
6500,"(4, 1)","['AU', -8.976842847476675]"
6500,"(4, 2)","['AR', 8.542207423507996]"
6500,"(4, 3)","['AR', 9.030710003327622]"
6750,"(0, 0)","['AD', -7.271085488554228]"
6750,"(0, 1)","['AL', -7.344681720764344]"
6750,"(0, 2)","['AL', -7.4624305495442504]"
6750,"(0, 3)","['AD', -1.1489324737057225]"
6750,"(0, 4)","['AD', 2.4853723234588383]"
6750,"(1, 0)","['AU', -7.0082659767223285]"
6750,"(1, 1)","['AL', -7.157225659256006]"
6750,"(1, 2)","['AL', -7.314239912844796]"
6750,"(1, 3)","['AR', 1.0545240914254737]"
6750,"(1, 4)","['AD', 5.6651415380677035]"
6750,"(2, 0)","['AU', -7.262247788388316]"
6750,"(2, 4)","['AD', 8.170224909315179]"
6750,"(3, 0)","['AU', -8.042197413453419]"
