Outer Key,Inner Key (Tuple),Value
4000,"(0, 4)","['AD', 0.2588888389541386]"
4000,"(1, 0)","['AU', -0.5963773831785378]"
4000,"(1, 1)","['AL', -0.8230745731004278]"
4000,"(1, 2)","['AL', -1.0487046920335366]"
4000,"(1, 3)","['AR', 0.16161168478500004]"
4000,"(1, 4)","['AD', 1.2341434178047648]"
4000,"(2, 0)","['AU', -0.263491732442295]"
4000,"(2, 4)","['AD', 1.5410036008542904]"
4000,"(3, 0)","['AU', -0.2800469697073045]"
4000,"(3, 1)","['AL', -0.8352675350321992]"
4000,"(3, 3)","['AR', 2.8564913080678047]"
4000,"(3, 4)","['AD', 2.9443580287509503]"
4000,"(4, 0)","['AL', -1.0346616840678142]"
4000,"(4, 1)","['AU', -1.4367933885767674]"
4000,"(4, 2)","['AR', 0.7371498604427033]"
4000,"(4, 3)","['AU', 6.274096121709563]"
4250,"(0, 0)","['AL', -0.13208510190429365]"
4250,"(0, 1)","['AL', -0.45490359990917245]"
4250,"(0, 2)","['AL', -0.7245038239716683]"
4250,"(0, 3)","['AD', -0.12290917927119696]"
4250,"(0, 4)","['AD', 0.27340495869655035]"
4250,"(1, 0)","['AU', -0.6028195009141831]"
4250,"(1, 1)","['AL', -0.8376325254319289]"
4250,"(1, 2)","['AL', -1.0921010594809697]"
4250,"(1, 3)","['AR', 0.17139276338298173]"
4250,"(1, 4)","['AD', 1.245572518067859]"
4250,"(2, 0)","['AU', -0.27565919831747626]"
4250,"(2, 4)","['AD', 1.5510399948369107]"
4250,"(3, 0)","['AU', -0.2958011134844646]"
4250,"(3, 1)","['AL', -0.8712041632715047]"
4250,"(3, 3)","['AR', 2.9218856358596628]"
4250,"(3, 4)","['AD', 2.9550598395084435]"
4250,"(4, 0)","['AL', -1.0834929992331073]"
4250,"(4, 1)","['AU', -1.4859217771887607]"
4250,"(4, 2)","['AR', 0.778015272795496]"
4250,"(4, 3)","['AU', 6.290114358929436]"
4500,"(0, 0)","['AL', -0.14100204153380136]"
4500,"(0, 1)","['AL', -0.47318000638829927]"
4500,"(0, 2)","['AL', -0.7630553922111696]"
4500,"(0, 3)","['AD', -0.11771507055067705]"
4500,"(0, 4)","['AD', 0.2894776092195838]"
4500,"(1, 0)","['AU', -0.6106783805459014]"
4500,"(1, 1)","['AL', -0.8523404013910321]"
4500,"(1, 2)","['AL', -1.1345648231550705]"
4500,"(1, 3)","['AR', 0.1829401730969128]"
4500,"(1, 4)","['AD', 1.2548771109544141]"
4500,"(2, 0)","['AU', -0.28779265444296787]"
4500,"(2, 4)","['AD', 1.5605427654437498]"
4500,"(3, 0)","['AU', -0.31081599823535155]"
4500,"(3, 1)","['AL', -0.907283770940265]"
4500,"(3, 3)","['AR', 2.9834967423846948]"
4500,"(3, 4)","['AD', 2.965444552454198]"
4500,"(4, 0)","['AL', -1.129174573291423]"
4500,"(4, 1)","['AU', -1.5212997847860439]"
4500,"(4, 2)","['AR', 0.8146507861361243]"
4500,"(4, 3)","['AU', 6.320350375954163]"
4750,"(0, 0)","['AL', -0.15027180843659785]"
