Outer Key,Inner Key (Tuple),Value
2250,"(0, 1)","['AL', -0.08635863723779977]"
2250,"(0, 2)","['AD', -0.22121255715914348]"
2250,"(0, 3)","['AD', -0.10509207660658111]"
2250,"(0, 4)","['AD', 0.48086078792307885]"
2250,"(1, 0)","['AD', -0.008540100559924546]"
2250,"(1, 1)","['AD', -0.03223682930421105]"
2250,"(1, 2)","['AL', -0.24297866476088928]"
2250,"(1, 3)","['AD', 0.7283412222570933]"
2250,"(1, 4)","['AD', 1.3224386568538533]"
2250,"(2, 0)","['AD', 0.06915751852517668]"
2250,"(2, 1)","['AD', 0.09561035867929572]"
2250,"(2, 3)","['AR', 2.4368785661379913]"
2250,"(2, 4)","['AD', 2.4681239656699345]"
2250,"(3, 0)","['AD', 0.1133583537709852]"
2250,"(3, 1)","['AD', 0.1504455158878572]"
2250,"(3, 3)","['AU', 1.5430643566189517]"
2250,"(3, 4)","['AD', 5.319544025707557]"
2250,"(4, 0)","['AR', 0.12908294032567333]"
2250,"(4, 1)","['AR', 0.4928358026625091]"
2250,"(4, 2)","['AL', 0.7725760169337536]"
2250,"(4, 3)","['AL', 0.22980695141867563]"
2500,"(0, 0)","['AD', -0.07864942875342353]"
2500,"(0, 1)","['AL', -0.09051994110908872]"
2500,"(0, 2)","['AD', -0.2397921829318609]"
2500,"(0, 3)","['AD', -0.09752896452127238]"
2500,"(0, 4)","['AD', 0.5342214948565793]"
2500,"(1, 0)","['AD', -0.007662053815182414]"
2500,"(1, 1)","['AD', -0.03199088254659953]"
2500,"(1, 2)","['AL', -0.24378232590961352]"
2500,"(1, 3)","['AD', 0.7498285435281601]"
2500,"(1, 4)","['AD', 1.3473754860172618]"
2500,"(2, 0)","['AD', 0.06973599054392457]"
2500,"(2, 1)","['AD', 0.09669524618290035]"
2500,"(2, 3)","['AR', 2.4642993820865975]"
2500,"(2, 4)","['AD', 2.4783167674449587]"
2500,"(3, 0)","['AD', 0.11443329470219818]"
2500,"(3, 1)","['AD', 0.15086193383933708]"
2500,"(3, 3)","['AU', 1.6296893217140898]"
2500,"(3, 4)","['AD', 5.329400077858553]"
2500,"(4, 0)","['AR', 0.12961869025748904]"
2500,"(4, 1)","['AR', 0.49317495906988634]"
2500,"(4, 2)","['AL', 0.7741055554930518]"
2500,"(4, 3)","['AL', 0.24508152985652332]"
2750,"(0, 0)","['AD', -0.0821546564041789]"
2750,"(0, 1)","['AL', -0.0879171034589349]"
2750,"(0, 2)","['AD', -0.2543045684214838]"
2750,"(0, 3)","['AD', -0.08977819152492884]"
2750,"(0, 4)","['AD', 0.5839269826656033]"
2750,"(1, 0)","['AD', -0.006102792882308346]"
2750,"(1, 1)","['AD', -0.03146120517291203]"
2750,"(1, 2)","['AL', -0.2488744843520797]"
2750,"(1, 3)","['AD', 0.771374862541133]"
2750,"(1, 4)","['AD', 1.3724147319297977]"
2750,"(2, 0)","['AD', 0.0708119240143954]"
2750,"(2, 1)","['AD', 0.09808298462641958]"
2750,"(2, 3)","['AR', 2.4877718308085566]"
2750,"(2, 4)","['AD', 2.4891193030657957]"
